ID,OriginalID,topt,e,q10,coef_e,ConCommon,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,StandardisedTraitName,StandardisedTraitUnit,Habitat,Citation,Metabolic_rate,PT
872,928,19.244,0.556825873,2.25388038,0.460267363,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,mol co2 Kg(FW)^-1 s^-1,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,
873,929,27.388,0.231249068,1.380744455,0.002040689,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,mol co2 Kg(FW)^-1 s^-1,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,
874,930,25.735,0.243475937,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Betulaceae,Betula,Betula tortuosa,net photosynthesis,mol m^-2 s^-1,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,C3
875,931,22.016,0.165187468,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Betulaceae,Betula,Betula tortuosa,net photosynthesis,mol m^-2 s^-1,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,C3
877,933,25.515,0.247083172,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Betulaceae,Betula,Betula pubescens,net photosynthesis,mol m^-2 s^-1,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,C3
879,935,30.206,0.158239911,NA,NA,shoot,Viridiplantae,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus suber,net photosynthesis,mol m^-2 s^-1,terrestrial,"Harley, P.C., Tenhunen, J.D. & Lange, O.L. (1986). Use of an analytical model to study limitations on net photosynthesis in Arbutus unedo under field conditions. Oecologia (Berlin), 70, pp. 393-401.",NP,C3
885,941,31.326,1.191211348,4.67057342,1.335011255,algae,Protista,Dinoflagellata,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,Symbiodinium microadriaticum,respiration rate,mol o2 cell^-1 s^-1,marine,"Iglesias-Prieto, R., Matta, J.L., Robins, W.A. & Trench, R.K. (1992). Photosynthetic response to elevated temperature in the symbiotic dinoflagellate Symbiodinium micriadriaticum in cluture. Proceedings of the National Academy of Science, 89, pp. 10302-10305.",R,
886,942,28.27,0.447482338,1.855495073,0.447484504,algae,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Aphanizomenon,NA,net photosynthesis,mol co2 L^-1,marine,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",NP,
887,945,19.332,0.348288841,1.657996568,0.46493348,algae,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Aphanizomenon,NA,net photosynthesis,mol co2 L^-1,marine,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",NP,
888,946,27.35,0.577000544,2.219422504,0.36690443,algae,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,net photosynthesis,mol o2 Kg^-1 s^-1,marine,"Kubler, J.E. & Davison, I.R. (1993). High-temperature tolerance of photosynthesisi in the red alga Chondrus crispus. Marine Biology, 117, pp. 327-335.",NP,
889,947,27.505,0.698388273,2.611529558,0.722560367,algae,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,net photosynthesis,mol o2 Kg^-1 s^-1,marine,"Kubler, J.E. & Davison, I.R. (1993). High-temperature tolerance of photosynthesisi in the red alga Chondrus crispus. Marine Biology, 117, pp. 327-335.",NP,
890,948,39.032,0.466500231,NA,NA,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria baileyana,respiration rate,mol o2 Kg(FW)^-1 s^-1,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",R,
891,949,34.986,0.455250233,1.845678624,0.544547785,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria orcadensis,respiration rate,mol o2 Kg(FW)^-1 s^-1,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",R,
892,950,33.771,0.565975736,2.189132906,0.006873313,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria baileyana,net photosynthesis,mol o2 Kg(FW)^-1 s^-1,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",NP,
893,951,32.201,0.317178078,1.537653976,0,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria orcadensis,net photosynthesis,mol o2 Kg(FW)^-1 s^-1,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",NP,
916,974,30.622,0.515470774,1.98967014,0.600975736,algae,Viridiplantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,mol o2 Kg(DW)^-1 s^-1,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,
917,975,29.777,0.617428994,2.274849867,0.718652081,algae,Viridiplantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,mol o2 Kg(DW)^-1 s^-1,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,
918,976,27.839,0.494362272,1.959374143,0.534382813,algae,Viridiplantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,mol o2 Kg(DW)^-1 s^-1,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,
919,977,22.404,0.83624888,3.204981507,0.85006469,algae,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,net photosynthesis,mol co2 Kg(DM)^-1 s^-1,marine,"Leuschner, C. & Rees, U. (1993). CO2 gas exchange of two intertidal seagrass species, Zostera marina L. and Zostera noltii Hornem., during emersion. marine Botany, 45, pp. 53-62. ",NP,
920,978,30.314,0.761967469,2.762092692,0.909140494,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,respiration rate,mol o2 cell^-1 s^-1,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",R,
921,979,15.178,0.981830737,4.091571092,0,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,net photosynthesis,mol o2 cell^-1 s^-1,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",NP,
922,980,18.155,0.178349272,NA,NA,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,net photosynthesis,mol o2 cell^-1 s^-1,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",NP,
923,981,25.001,0.123434101,NA,NA,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,net photosynthesis,mol o2 cell^-1 s^-1,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",NP,
931,989,26.233,0.199737195,1.314284705,0.208261501,shoots,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton pectinatus,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,marine,"Madsen, J.D. & Adams, M.S. (1989) The light and temperature dependence of photosynthesis and respiration in Potamogeton pectinatus L. Aquatic Botany. [Online] 36 (1), 23_31.",NP,
940,998,30.734,0.261610191,1.418188828,0.000841091,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Agropyron,Agropyron smithii,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
941,999,29.581,0.144051376,1.218329418,0.092756216,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Agropyron,Agropyron smithii,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
942,1000,42.115,0.246789887,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua gracilis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C4
943,1001,39.185,0.100395344,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua gracilis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C4
944,1002,38.146,0.241112835,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Buchloe,Buchloe dactyloides,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C4
945,1003,34.493,0.319499727,1.520434042,0.005801134,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Buchloe,Buchloe dactyloides,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C4
946,1004,39.653,0.208069452,1.307655685,0.22699024,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex eleocharis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
947,1005,28.27,0.149068956,1.226297274,0.141717176,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex eleocharis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
948,1006,38.445,0.173018246,1.251520754,0.004660684,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Agropyron,Agropyron smithii,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
949,1007,35.994,0.062965796,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Agropyron,Agropyron smithii,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
950,1008,33.048,0.19241764,1.293215872,0.015303097,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex eleocharis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
951,1009,41.818,0.111371242,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex eleocharis,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Monson, R.K., Littlejohn Jr, R.O. & Williams III, G.J. (1983). Photosynthetic adaptaion to temperature in four species from the Colorado shortgrass steppe: a physiological model for coexistence. Oecologia (Berlin), 58, pp. 43-51.",NP,C3
964,1034,20.563,0.228284963,1.376759584,0.32700665,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus cunninghamii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
965,1035,19.479,0.406293554,1.785710355,0.796620887,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus cunninghamii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
966,1036,21.047,0.289720392,1.500223163,0.802673186,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus cunninghamii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
967,1037,19.675,0.262123288,1.453095008,0.320372572,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
968,1038,20.844,0.190592449,1.305996238,0.39060531,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
969,1039,21.365,0.097146606,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
970,1040,20.97,0.169066151,1.266655423,0.269991763,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
971,1041,21.153,0.202468282,1.327742118,0.511519433,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
972,1042,22.104,0.104792846,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus moorei,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
973,1043,17.057,0.564440031,2.236667324,0,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
974,1044,21.263,0.432307887,1.828908194,0.11429093,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
975,1045,20.612,0.49051491,1.985541741,0.346120154,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
976,1046,17.463,0.329178804,1.599981916,0.347751102,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
977,1047,22.485,0.189125662,1.303308548,0.280312566,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
978,1048,22.582,0.212365496,1.346388162,0.396415441,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus carrii,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
979,1049,17.753,0.344188654,1.632125262,0.518187435,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus crenata var. sapeii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
980,1050,19.451,0.372339477,1.700017634,0.545202042,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus crenata var. sapeii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
981,1051,21.719,0.156144964,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus crenata var. sapeii Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
982,1052,17.163,0.276910856,1.48485357,0.343602665,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus grandis Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
983,1053,19.824,0.186881826,1.299153261,0.487998833,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus grandis Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
984,1054,21.932,0.16033816,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus grandis Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
985,1055,19.623,0.430659124,1.851362884,0.447080889,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus perryi Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
986,1056,20.833,0.279564329,1.479383515,0.37856108,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus perryi Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
987,1057,21.118,0.257264246,1.434447384,0.324502346,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus perryi Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
988,1058,20.805,0.215051952,1.349964113,0.348440044,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pseudoresinosa Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
989,1059,21.308,0.254888302,1.428488312,0.363426244,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pseudoresinosa Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
990,1060,23.002,0.045583342,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pseudoresinosa Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
991,1061,18.928,0.529362643,2.126105154,0,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pullei Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
992,1062,20.093,0.520529978,2.098946503,0.021210427,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pullei Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
993,1063,21.85,0.370778559,1.677496234,0.096813246,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pullei Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
994,1064,20.59,0.245154047,1.408946921,0,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pullei Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
995,1065,20.756,0.271339504,1.461465831,0.539919419,leaf,Viridiplantae,Streptophyta,NA,Fagales,Nothofagaceae,Nothofagus,Nothofagus pullei Steenis spp.,net photosynthesis,mol co2 Kg^-1 s^-1,terrestrial,"Read, J. (1990). Some effects of acclimation temperature on net photosynthesis in some tropical and extra-tropical Australasian Nothofagus species. Journal of Ecology, 78, pp. 100-112.",NP,C3
